swe_start_m,-35976.34628956906
airtemp_max_C,-602.5787915587919
airtemp_min_C,9519.967522995068
airtemp_mean_C,6307.4092163056675
precip_start_m,87010.39221285148
precip_incr_m,-1540.5951625889174
swe_cumsum,99704.77466213064
stn_1059_cochetopa_pass,3605.262630560442
stn_409_columbine_pass,4880.886613654872
stn_618_mcclure_pass,7917.367835159733
stn_622_mesa_lakes,30547.985453707366
stn_669_north_lost_trail,-3617.5335297994625
stn_675_overland_reservoir,24127.82152110406
stn_680_park_cone,-17634.634709854054
stn_682_park_reservoir,-9478.939754151419
stn_701_porphyry_creek,-3638.7465500165654
stn_737_schofield_pass,-18322.96524170576
stn_762_slumgullion,-13579.284503627678
