680_park_cone,"[[-293.1628354298071, -66.6014026068863, 117.93317105900931, 75.73811423956771, -71.68667123458097, 38.40050506141221, 391.2186653363467], [-0.0, -0.0, -6234.5737585849365, 14223.810370698926, -10688.147818437563, -8249.748556574694]]"
762_slumgullion,"[[-293.1628354298071, -66.6014026068863, 117.93317105900931, 75.73811423956771, -71.68667123458097, 38.40050506141221, 391.2186653363467], [-0.0, -0.0, -6234.5737585849365, 14223.810370698926, -10688.147818437563, -8249.748556574694]]"
701_porphyry_creek,"[[-293.1628354298071, -66.6014026068863, 117.93317105900931, 75.73811423956771, -71.68667123458097, 38.40050506141221, 391.2186653363467], [-0.0, -0.0, -6234.5737585849365, 14223.810370698926, -10688.147818437563, -8249.748556574694]]"
737_schofield_pass,"[[-293.1628354298071, -66.6014026068863, 117.93317105900931, 75.73811423956771, -71.68667123458097, 38.40050506141221, 391.2186653363467], [-0.0, -0.0, -6234.5737585849365, 14223.810370698926, -10688.147818437563, -8249.748556574694]]"
682_park_reservoir,"[[-293.1628354298071, -66.6014026068863, 117.93317105900931, 75.73811423956771, -71.68667123458097, 38.40050506141221, 391.2186653363467], [-0.0, -0.0, -6234.5737585849365, 14223.810370698926, -10688.147818437563, -8249.748556574694]]"
669_north_lost_trail,"[[-293.1628354298071, -66.6014026068863, 117.93317105900931, 75.73811423956771, -71.68667123458097, 38.40050506141221, 391.2186653363467], [-0.0, -0.0, -6234.5737585849365, 14223.810370698926, -10688.147818437563, -8249.748556574694]]"
1059_cochetopa_pass,"[[-293.1628354298071, -66.6014026068863, 117.93317105900931, 75.73811423956771, -71.68667123458097, 38.40050506141221, 391.2186653363467], [-0.0, -0.0, -6234.5737585849365, 14223.810370698926, -10688.147818437563, -8249.748556574694]]"
